x,y,z,pitch,yaw,roll
-39.93122863769531,140.46578979492188,2.0,0.0,0.35211181640625,0.0
-38.763790130615234,140.47296142578125,0.0,0.0,0.35211181640625,0.0
-37.608428955078125,140.48007202148438,0.0,0.0,0.35211181640625,0.0
-36.45387649536133,140.48715209960938,0.0,0.0,0.35211181640625,0.0
-35.297672271728516,140.4942626953125,0.0,0.0,0.35211181640625,0.0
-34.1251335144043,140.50146484375,0.0,0.0,0.35211181640625,0.0
-32.94629669189453,140.50872802734375,0.0,0.0,0.35211181640625,0.0
-31.775737762451172,140.51593017578125,0.0,0.0,0.35211181640625,0.0
-30.599802017211914,140.52313232421875,0.0,0.0,0.35211181640625,0.0
-29.40633201599121,140.53048706054688,0.0,0.0,0.35211181640625,0.0
-28.349933624267578,140.53695678710938,0.0,0.0,0.3521270751953125,0.0
-27.349609375,140.54312133789062,0.0,0.0,0.3521270751953125,0.0
-26.30812644958496,140.54949951171875,0.0,0.0,0.3521270751953125,0.0
-25.267107009887695,140.555908203125,0.0,0.0,0.3521270751953125,0.0
-24.226886749267578,140.56231689453125,0.0,0.0,0.3521270751953125,0.0
-23.203332901000977,140.568603515625,0.0,0.0,0.3521270751953125,0.0
-22.134979248046875,140.57516479492188,0.0,0.0,0.3521270751953125,0.0
-21.059404373168945,140.58175659179688,0.0,0.0,0.3521270751953125,0.0
-20.022632598876953,140.588134765625,0.0,0.0,0.3521270751953125,0.0
-18.9688663482666,140.5946044921875,0.0,0.0,0.3521270751953125,0.0
-17.904569625854492,140.60116577148438,0.0,0.0,0.3521270751953125,0.0
-16.839481353759766,140.60769653320312,0.0,0.0,0.3521270751953125,0.0
-15.749090194702148,140.61441040039062,0.0,0.0,0.3521270751953125,0.0
-14.689009666442871,140.62091064453125,0.0,0.0,0.3521270751953125,0.0
-13.644134521484375,140.62734985351562,0.0,0.0,0.3521270751953125,0.0
-12.603240013122559,140.63372802734375,0.0,0.0,0.3521270751953125,0.0
-11.542662620544434,140.6402587890625,0.0,0.0,0.3521270751953125,0.0
-10.439591407775879,140.64703369140625,0.0,0.0,0.3521270751953125,0.0
-9.404471397399902,140.65341186523438,0.0,0.0,0.3521270751953125,0.0
-8.30587100982666,140.66015625,0.0,0.0,0.3521270751953125,0.0
-7.2980804443359375,140.66635131835938,0.0,0.0,0.3521270751953125,0.0
-6.257824420928955,140.6727294921875,0.0,0.0,0.3521270751953125,0.0
-5.216483116149902,140.67913818359375,0.0,0.0,0.3521270751953125,0.0
-4.168073654174805,140.68557739257812,0.0,0.0,0.3521270751953125,0.0
-3.1256682872772217,140.69198608398438,0.0,0.0,0.3521270751953125,0.0
-2.078479051589966,140.69842529296875,0.0,0.0,0.3521270751953125,0.0
-1.0040862560272217,140.70501708984375,0.0,0.0,0.3521270751953125,0.0
0.054618384689092636,140.71151733398438,0.0,0.0,0.352119117975235,0.0
1.1187245845794678,140.71807861328125,0.0,0.0,0.352119117975235,0.0
2.1756210327148438,140.7252655029297,0.0,0.0,0.4491310715675354,0.0
3.223712921142578,140.73460388183594,0.0,0.0,0.5705128908157349,0.0
4.245449066162109,140.74583435058594,0.0,0.0,0.6888447403907776,0.0
5.25358772277832,140.75900268554688,0.0,0.0,0.8056047558784485,0.0
6.263584613800049,140.7742156982422,0.0,0.0,0.922583281993866,0.0
7.29604434967041,140.7919158935547,0.0,0.0,1.0421675443649292,0.0
8.33122444152832,140.8118438720703,0.0,0.0,1.1620713472366333,0.0
9.368640899658203,140.8331298828125,0.0,0.0,1.1775866746902466,0.0
10.38992977142334,140.8541259765625,0.0,0.0,1.171788215637207,0.0
11.339298248291016,140.8726348876953,0.0,0.0,1.0641084909439087,0.0
12.287392616271973,140.88937377929688,0.0,0.0,0.9565772414207458,0.0
13.345194816589355,140.90589904785156,0.0,0.0,0.8366067409515381,0.0
14.384031295776367,140.92002868652344,0.0,0.0,0.7187910079956055,0.0
15.421850204467773,140.9319610595703,0.0,0.0,0.601093590259552,0.0
16.469877243041992,140.94189453125,0.0,0.0,0.4822410047054291,0.0
17.506393432617188,140.9495391845703,0.0,0.0,0.3646959960460663,0.0
18.55179214477539,140.95555114746094,0.0,0.0,0.32044845819473267,0.0
19.59693145751953,140.96141052246094,0.0,0.0,0.32044845819473267,0.0
20.617719650268555,140.9671173095703,0.0,0.0,0.32044845819473267,0.0
21.655595779418945,140.97291564941406,0.0,0.0,0.32044845819473267,0.0
22.683425903320312,140.97866821289062,0.0,0.0,0.32044845819473267,0.0
23.72047233581543,140.98446655273438,0.0,0.0,0.32044845819473267,0.0
24.74249267578125,140.9901885986328,0.0,0.0,0.32044845819473267,0.0
